longitude,district,street,geo_code,latitude,street_number,nation,province,city
119,衢江区,050村道,wthr,29,050村道,中国,浙江省,衢州市
119,永泰县,,wssv,26,,中国,福建省,福州市
118,睢宁县,魏袁线,wwh5,34,魏袁线,中国,江苏省,徐州市
126,九台区,加工河大街,wzcb,44,加工河大街,中国,吉林省,长春市
116,武强县,,wwf9,38,,中国,河北省,衡水市
119,赣榆区,,wwhy,35,,中国,江苏省,连云港市
103,巧家县,,wkc4,27,,中国,云南省,昭通市
115,清丰县,,ww3d,36,,中国,河南省,濮阳市
112,邵东县,,wkzg,27,,中国,湖南省,邵阳市
109,长安区,,wqjd,34,,中国,陕西省,西安市
120,泰兴市,,wttk,32,,中国,江苏省,泰州市
122,,,wwyw,39,,中国,中国区域,
100,乡城县,,wjp6,29,,中国,四川省,甘孜藏族自治州
36,unknow,unknow,uzcz,90,unknow,Ocean,unknow,unknow
124,莫力达瓦达斡尔族自治旗,,yb8m,49,,中国,内蒙古自治区,呼伦贝尔市
112,汉寿县,,wmpz,29,,中国,湖南省,常德市
114,浉河区,,wt9p,32,,中国,河南省,信阳市
104,榆中县,,wq6h,36,,中国,甘肃省,兰州市
124,莫力达瓦达斡尔族自治旗,,yb8k,49,,中国,内蒙古自治区,呼伦贝尔市
101,镇沅县,,whrf,24,,中国,云南省,普洱市
107,巴州区,,wmeg,32,,中国,四川省,巴中市
114,原阳县,,ww0u,35,,中国,河南省,新乡市
114,林州市,,ww36,36,,中国,河南省,安阳市
97,德令哈市,,wnth,37,,中国,青海省,海西蒙古族藏族自治州
107,开阳县,,wkez,27,,中国,贵州省,贵阳市
97,卡若区,,wjs9,31,,中国,西藏自治区,昌都市
118,无棣县,,wwgb,38,,中国,山东省,滨州市
118,,,wwgx,39,,中国,中国区域,
119,西乌珠穆沁旗,,wxuq,45,,中国,内蒙古自治区,锡林郭勒盟
119,巴林左旗,,wxu9,44,,中国,内蒙古自治区,赤峰市
82,双河市,,tzfr,45,,中国,新疆维吾尔自治区,双河市
125,西安区,集双高速,wz8u,43,集双高速,中国,吉林省,辽源市
117,怀远县,,wtg5,33,,中国,安徽省,蚌埠市
115,东明县,,ww3b,35,,中国,山东省,菏泽市
107,陇县,,wq7c,35,,中国,陕西省,宝鸡市
114,沙河市,,ww90,37,,中国,河北省,邢台市
108,庆城县,,wqkz,36,,中国,甘肃省,庆阳市
125,清原满族自治县,,wz2t,42,,中国,辽宁省,抚顺市
118,遵化市,,wxh5,40,,中国,河北省,唐山市
107,田阳县,,wkk3,24,,中国,广西壮族自治区,百色市
105,纳雍县,,wkf8,27,,中国,贵州省,毕节市
107,环县,,wqeg,37,,中国,甘肃省,庆阳市
114,袁州区,,wt0b,28,,中国,江西省,宜春市
101,宁蒗彝族自治县,跑蝉线,wkb0,27,跑蝉线,中国,云南省,丽江市
107,长寿区,,wmkh,30,,中国,重庆市,重庆市
120,青田县,,wsvj,28,,中国,浙江省,丽水市
108,施秉县,,wku8,27,,中国,贵州省,黔东南苗族侗族自治州
87,和布克赛尔蒙古自治县,,vbjw,46,,中国,新疆维吾尔自治区,塔城地区
77,泽普县,,twyf,38,,中国,新疆维吾尔自治区,喀什地区
118,明光市,,wtgf,33,,中国,安徽省,滁州市
118,无棣县,,wwet,38,,中国,山东省,滨州市
102,丹巴县,,wm8b,31,,中国,四川省,甘孜藏族自治州
119,惠安县,,wskw,25,,中国,福建省,泉州市
108,西乡塘区,,wkj5,23,,中国,广西壮族自治区,南宁市
102,西昌市,,wm08,28,,中国,四川省,凉山彝族自治州
107,鄂托克旗,,wr5g,40,,中国,内蒙古自治区,鄂尔多斯市
112,宁乡市,,wmp9,28,,中国,湖南省,长沙市
113,随县,,wt8e,32,,中国,湖北省,随州市
100,香格里拉市,,whxp,27,,中国,云南省,迪庆藏族自治州
110,竹山县,,wmtv,32,,中国,湖北省,十堰市
121,扎鲁特旗,,wxy1,44,,中国,内蒙古自治区,通辽市
112,云安区,广昆高速公路,wkpf,23,广昆高速公路,中国,广东省,云浮市
101,木里藏族自治县,,whzw,28,,中国,四川省,凉山彝族自治州
124,本溪满族自治县,,wz24,41,,中国,辽宁省,本溪市
111,房县,,wmz0,32,,中国,湖北省,十堰市
113,温县,马武线,ww0q,35,马武线,中国,河南省,焦作市
123,,,wwxh,37,,中国,中国区域,
109,钦南区,,w7v7,22,,中国,广西壮族自治区,钦州市
123,龙江县,,y8r7,47,,中国,黑龙江省,齐齐哈尔市
114,,创新路,ws1h,23,创新路,中国,广东省,东莞市
113,监利县,,wt2j,30,,中国,湖北省,荆州市
111,,,w7qz,20,,中国,中国区域,
108,环江毛南族自治县,,wksb,25,,中国,广西壮族自治区,河池市
116,武强县,,wwdq,38,,中国,河北省,衡水市
113,察哈尔右翼前旗,,wx21,41,,中国,内蒙古自治区,乌兰察布市
106,青铜峡市,大中公路,wqg6,38,大中公路,中国,宁夏回族自治区,吴忠市
113,英德市,,ws0q,24,,中国,广东省,清远市
83,尼勒克县,,tzep,44,,中国,新疆维吾尔自治区,伊犁哈萨克自治州
114,原阳县,,ww1j,35,,中国,河南省,新乡市
103,天祝藏族自治县,,wq95,37,,中国,甘肃省,武威市
121,,,wtvu,33,,中国,中国区域,
92,乃东区,,wj1q,29,,中国,西藏自治区,山南市
116,台前县,,ww6e,36,,中国,河南省,濮阳市
107,巴州区,,wms7,32,,中国,四川省,巴中市
107,开阳县,,wkgb,27,,中国,贵州省,贵阳市
110,商州区,,wqjc,34,,中国,陕西省,商洛市
115,渝水区,,wt18,28,,中国,江西省,新余市
114,井陉县,,wwc4,38,,中国,河北省,石家庄市
120,泰兴市,,wttn,32,,中国,江苏省,泰州市
119,惠安县,,wskq,25,,中国,福建省,泉州市
112,浮山县,,wqrm,36,,中国,山西省,临汾市
106,铜梁区,,wm78,30,,中国,重庆市,重庆市
107,天峨县,,wkeb,25,,中国,广西壮族自治区,河池市
119,巴林左旗,,wxu3,44,,中国,内蒙古自治区,赤峰市
119,寿光市,,wws2,37,,中国,山东省,潍坊市
112,清水河县,,wrpk,40,,中国,内蒙古自治区,呼和浩特市
100,色达县,,wjz2,32,,中国,四川省,甘孜藏族自治州
123,镇赉县,,y8r8,46,,中国,吉林省,白城市
123,,,wwzr,39,,中国,中国区域,
103,黑水县,,wm9n,32,,中国,四川省,阿坝藏族羌族自治州
91,林周县,,wj2d,30,,中国,西藏自治区,拉萨市
105,威信县,顺中线,wm43,28,顺中线,中国,云南省,昭通市
127,宾县,,yb45,46,,中国,黑龙江省,哈尔滨市
123,科尔沁左翼中旗,,wxze,44,,中国,内蒙古自治区,通辽市
106,宁强县,康宁路,wmg6,33,康宁路,中国,陕西省,汉中市
113,禅城区,季华西路,ws05,23,季华西路,中国,广东省,佛山市
104,罗平县,,wk98,25,,中国,云南省,曲靖市
111,府谷县,黄河路(西),wqyz,39,黄河路(西),中国,陕西省,榆林市
100,勐海县,,w5zk,22,,中国,云南省,西双版纳傣族自治州
131,桦川县,,ybm6,47,,中国,黑龙江省,佳木斯市
87,昌吉市,,tzy5,44,,中国,新疆维吾尔自治区,昌吉回族自治州
118,,,ws7d,24,,中国,中国区域,
115,定南县,,ws3t,25,,中国,江西省,赣州市
109,乌审旗,,wqtt,38,,中国,内蒙古自治区,鄂尔多斯市
116,成武县,,ww4q,35,,中国,山东省,菏泽市
112,苏尼特右旗,赛额线,wrxu,43,赛额线,中国,内蒙古自治区,锡林郭勒盟
119,平泉市,,wxhx,41,,中国,河北省,承德市
87,布尔津县,,vbmz,48,,中国,新疆维吾尔自治区,阿勒泰地区
107,南郑区,,wmgg,33,,中国,陕西省,汉中市
106,古蔺县,石鱼路,wm58,28,石鱼路,中国,四川省,泸州市
89,白朗县,,tvps,29,,中国,西藏自治区,日喀则市
111,江永县,,wkqe,25,,中国,湖南省,永州市
120,富阳区,长深高速公路,wtm0,30,长深高速公路,中国,浙江省,杭州市
-123,unknow,unknow,c287,48,unknow,美国,unknow,unknow
90,江孜县,,wj0p,29,,中国,西藏自治区,日喀则市
122,科尔沁左翼中旗,,wxwz,44,,中国,内蒙古自治区,通辽市
126,扶余市,京哈高速公路,yb18,45,京哈高速公路,中国,吉林省,松原市
122,莱山区,,wwwv,38,,中国,山东省,烟台市
117,岱岳区,膏城大道,ww77,36,膏城大道,中国,山东省,泰安市
110,达拉特旗,,wrnk,40,,中国,内蒙古自治区,鄂尔多斯市
113,英德市,,ws20,24,,中国,广东省,清远市
112,汉寿县,,wmp6,29,,中国,湖南省,常德市
117,金溪县,,wt52,28,,中国,江西省,抚州市
113,苏仙区,,ws86,26,,中国,湖南省,郴州市
101,unknow,unknow,w5zc,21,unknow,老挝,unknow,unknow
118,双桥区,,wxhp,41,,中国,河北省,承德市
110,桂平市,,wkn2,23,,中国,广西壮族自治区,贵港市
122,大洼区,,wxq8,41,,中国,辽宁省,盘锦市
117,岱岳区,膏城大道,ww7h,36,膏城大道,中国,山东省,泰安市
97,卡若区,,wjsc,31,,中国,西藏自治区,昌都市
89,高昌区,,tzxk,43,,中国,新疆维吾尔自治区,吐鲁番市
108,西乡塘区,,wkjj,23,,中国,广西壮族自治区,南宁市
116,武强县,,wwdx,38,,中国,河北省,衡水市
103,天祝藏族自治县,,wq93,37,,中国,甘肃省,武威市
113,寿阳县,,ww8n,38,,中国,山西省,晋中市
113,汨罗市,,wt0q,29,,中国,湖南省,岳阳市
91,浪卡子县,,wj0x,29,,中国,西藏自治区,山南市
119,金湖县,工园路,wtue,33,工园路,中国,江苏省,淮安市
119,莒县,,wwkm,36,,中国,山东省,日照市
89,白朗县,,tvpm,29,,中国,西藏自治区,日喀则市
81,革吉县,,tvc8,32,,中国,西藏自治区,阿里地区
95,阿克塞哈萨克族自治县,,wp52,39,,中国,甘肃省,酒泉市
110,延川县,,wqw3,37,,中国,陕西省,延安市
123,新民市,丹阜高速公路,wxrr,42,丹阜高速公路,中国,辽宁省,沈阳市
116,黄梅县,,wt6m,30,,中国,湖北省,黄冈市
113,禅城区,季华西路,ws0d,23,季华西路,中国,广东省,佛山市
118,遵化市,,wx5c,40,,中国,河北省,唐山市
105,三台县,,wmdd,31,,中国,四川省,绵阳市
113,监利县,,wt21,30,,中国,湖北省,荆州市
112,清水河县,,wrpt,40,,中国,内蒙古自治区,呼和浩特市
115,麻城市,,wtd1,31,,中国,湖北省,黄冈市
108,万源市,,wmsy,32,,中国,四川省,达州市
131,桦川县,,ybm3,47,,中国,黑龙江省,佳木斯市
112,公安县,汪杨线,wmrk,30,汪杨线,中国,湖北省,荆州市
120,黄岛区,,wwm4,36,,中国,山东省,青岛市
110,澄城县,,wqjy,35,,中国,陕西省,渭南市
120,敖汉旗,乡道大玉线,wxte,43,乡道大玉线,中国,内蒙古自治区,赤峰市
119,永泰县,,wss9,26,,中国,福建省,福州市
90,鄯善县,,tzxg,43,,中国,新疆维吾尔自治区,吐鲁番市
115,惠东县,,ws19,23,,中国,广东省,惠州市
117,清流县,,wsem,26,,中国,福建省,三明市
116,锡林浩特市,,wxf7,44,,中国,内蒙古自治区,锡林郭勒盟
120,扎鲁特旗,,wxvj,45,,中国,内蒙古自治区,通辽市
118,兰陵县,,ww5s,35,,中国,山东省,临沂市
114,修水县,,wt0g,29,,中国,江西省,九江市
99,镇康县,,whq4,24,,中国,云南省,临沧市
114,驿城区,盘龙山路,wtch,33,盘龙山路,中国,河南省,驻马店市
87,昌吉市,,tzvs,44,,中国,新疆维吾尔自治区,昌吉回族自治州
100,香格里拉市,,whz2,27,,中国,云南省,迪庆藏族自治州
106,西充县,,wm7r,31,,中国,四川省,南充市
110,达拉特旗,,wrnh,40,,中国,内蒙古自治区,鄂尔多斯市
108,西乡县,,wmu9,33,,中国,陕西省,汉中市
119,赣榆区,,wwk2,35,,中国,江苏省,连云港市
105,普安县,,wkdf,26,,中国,贵州省,黔西南布依族苗族自治州
113,英德市,,ws0r,24,,中国,广东省,清远市
132,富锦市,,ybmu,47,,中国,黑龙江省,佳木斯市
124,鄂伦春自治旗,,ybb7,50,,中国,内蒙古自治区,呼伦贝尔市
119,淳安县,,wtk6,30,,中国,浙江省,杭州市
118,兰陵县,,wwk1,35,,中国,山东省,临沂市
116,台前县,,ww66,36,,中国,河南省,濮阳市
103,黑水县,,wm9q,32,,中国,四川省,阿坝藏族羌族自治州
112,东宝区,,wmrx,31,,中国,湖北省,荆门市
111,岑溪市,,wknu,23,,中国,广西壮族自治区,梧州市
108,西乡塘区,,wkhs,23,,中国,广西壮族自治区,南宁市
86,库尔勒市,,tzky,42,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
107,开阳县,,wku2,27,,中国,贵州省,贵阳市
120,泰兴市,,wtv2,32,,中国,江苏省,泰州市
109,黎平县,,wktk,26,,中国,贵州省,黔东南苗族侗族自治州
118,桓台县,周荆路,wws4,37,周荆路,中国,山东省,淄博市
121,北票市,,wxtc,42,,中国,辽宁省,朝阳市
119,西乌珠穆沁旗,,wxut,45,,中国,内蒙古自治区,锡林郭勒盟
111,卢氏县,209国道(旧),wqnc,34,209国道(旧),中国,河南省,三门峡市
80,洛浦县,,ty8f,37,,中国,新疆维吾尔自治区,和田地区
118,,,wwgt,39,,中国,中国区域,
117,怀远县,,wtgj,33,,中国,安徽省,蚌埠市
115,渝水区,,wscw,28,,中国,江西省,新余市
104,罗平县,,wk3s,25,,中国,云南省,曲靖市
125,林甸县,,yb2d,47,,中国,黑龙江省,大庆市
110,延川县,,wqw5,37,,中国,陕西省,延安市
91,鄯善县,,wp8k,43,,中国,新疆维吾尔自治区,吐鲁番市
113,汨罗市,,wt06,29,,中国,湖南省,岳阳市
116,宁都县,,wsdx,27,,中国,江西省,赣州市
110,博白县,,w7vg,22,,中国,广西壮族自治区,玉林市
114,林州市,,ww2v,36,,中国,河南省,安阳市
104,大关县,麻水线,wkcw,28,麻水线,中国,云南省,昭通市
108,庆城县,,wqm4,36,,中国,甘肃省,庆阳市
123,扎兰屯市,,y8rp,48,,中国,内蒙古自治区,呼伦贝尔市
124,抚顺县,,wz2j,42,,中国,辽宁省,抚顺市
112,嵩县,,wqpb,34,,中国,河南省,洛阳市
112,娄烦县,,wqxz,38,,中国,山西省,太原市
114,驿城区,盘龙山路,wtc5,33,盘龙山路,中国,河南省,驻马店市
101,景洪市,,w5ze,22,,中国,云南省,西双版纳傣族自治州
108,都安瑶族自治县,,wkk9,24,,中国,广西壮族自治区,河池市
112,内乡县,,wmzg,33,,中国,河南省,南阳市
102,新平彝族傣族自治县,,wk0y,24,,中国,云南省,玉溪市
111,盐湖区,滨湖路,wqnt,35,滨湖路,中国,山西省,运城市
108,开州区,,wmsd,31,,中国,重庆市,重庆市
109,三穗县,,wkv6,27,,中国,贵州省,黔东南苗族侗族自治州
114,,创新路,ws13,23,创新路,中国,广东省,东莞市
111,郧阳区,,wmyf,33,,中国,湖北省,十堰市
115,定南县,,ws3w,25,,中国,江西省,赣州市
107,长寿区,,wmkj,30,,中国,重庆市,重庆市
116,宁都县,,wsfd,27,,中国,江西省,赣州市
129,通河县,,yb5s,46,,中国,黑龙江省,哈尔滨市
108,西乡县,,wmug,33,,中国,陕西省,汉中市
119,江宁区,,wtsx,32,,中国,江苏省,南京市
111,府谷县,黄河路(西),wqye,39,黄河路(西),中国,陕西省,榆林市
115,太康县,,ww44,34,,中国,河南省,周口市
105,通渭县,,wq4r,35,,中国,甘肃省,定西市
118,全椒县,,wtgb,32,,中国,安徽省,滁州市
121,青浦区,,wtqr,31,,中国,上海市,上海市
120,长兴县,,wtmp,31,,中国,浙江省,湖州市
116,颍东区,,wtfw,33,,中国,安徽省,阜阳市
105,富顺县,,wm4s,29,,中国,四川省,自贡市
101,大姚县,,whx9,26,,中国,云南省,楚雄彝族自治州
105,兴义市,,wk6q,25,,中国,贵州省,黔西南布依族苗族自治州
104,沐川县,,wm1f,29,,中国,四川省,乐山市
112,襄城区,,wmxs,32,,中国,湖北省,襄阳市
116,武平县,,ws6t,25,,中国,福建省,龙岩市
119,沭阳县,,wwhd,34,,中国,江苏省,宿迁市
116,颍东区,,wtft,33,,中国,安徽省,阜阳市
119,金湖县,工园路,wtut,33,工园路,中国,江苏省,淮安市
111,全州县,全大线,wkwd,26,全大线,中国,广西壮族自治区,桂林市
131,鸡东县,,ybj1,45,,中国,黑龙江省,鸡西市
123,漠河市,,y9rs,53,,中国,黑龙江省,大兴安岭地区
104,彭州市,,wm3w,31,,中国,四川省,成都市
115,光山县,,wt9u,32,,中国,河南省,信阳市
114,原阳县,,ww31,35,,中国,河南省,新乡市
99,unknow,unknow,w5q7,19,unknow,泰国,unknow,unknow
112,邵东县,,wkz6,27,,中国,湖南省,邵阳市
106,富宁县,,wk5n,24,,中国,云南省,文山壮族苗族自治州
117,清流县,,wsdf,26,,中国,福建省,三明市
119,莒县,,wwky,36,,中国,山东省,日照市
109,,,w7v9,21,,中国,中国区域,
119,惠安县,,wss8,25,,中国,福建省,泉州市
106,那坡县,,wk5m,23,,中国,广西壮族自治区,百色市
114,浉河区,,wt9n,32,,中国,河南省,信阳市
113,苏仙区,,ws8j,26,,中国,湖南省,郴州市
119,江宁区,,wtse,32,,中国,江苏省,南京市
110,黄龙县,,wqmu,36,,中国,陕西省,延安市
110,永福县,迎宾路,wkqq,25,迎宾路,中国,广西壮族自治区,桂林市
106,西充县,,wme9,31,,中国,四川省,南充市
109,富县,,wqmd,36,,中国,陕西省,延安市
107,天等县,,wkh6,23,,中国,广西壮族自治区,崇左市
107,天等县,,wkh0,23,,中国,广西壮族自治区,崇左市
114,阜平县,,wwbu,39,,中国,河北省,保定市
114,袁州区,,wscj,28,,中国,江西省,宜春市
119,永泰县,,wsst,26,,中国,福建省,福州市
102,禄丰县,,wk2w,25,,中国,云南省,楚雄彝族自治州
120,,,wst5,26,,中国,中国区域,
108,开州区,,wms9,31,,中国,重庆市,重庆市
113,代县,,wwbw,39,,中国,山西省,忻州市
86,玛纳斯县,,tzv5,44,,中国,新疆维吾尔自治区,昌吉回族自治州
111,江永县,,wkqy,25,,中国,湖南省,永州市
118,黟县,,wt7u,30,,中国,安徽省,黄山市
107,南郑区,,wmgy,33,,中国,陕西省,汉中市
117,金溪县,,wsfu,28,,中国,江西省,抚州市
110,竹山县,,wmty,32,,中国,湖北省,十堰市
118,遵化市,,wx5u,40,,中国,河北省,唐山市
111,盐湖区,滨湖路,wqpj,35,滨湖路,中国,山西省,运城市
113,寿阳县,,ww8x,38,,中国,山西省,晋中市
117,怀远县,,wtff,33,,中国,安徽省,蚌埠市
95,敦煌市,,wp5k,40,,中国,甘肃省,酒泉市
117,鄱阳县,,wt54,29,,中国,江西省,上饶市
117,静海区,,wwg7,39,,中国,天津市,天津市
107,镇原县,,wq7u,36,,中国,甘肃省,庆阳市
117,济阳区,,wwe1,37,,中国,山东省,济南市
113,寿阳县,,wwb1,38,,中国,山西省,晋中市
111,盐湖区,滨湖路,wqnw,35,滨湖路,中国,山西省,运城市
117,建宁县,,wsep,27,,中国,福建省,三明市
110,澄迈县,,w7qp,20,,中国,海南省,澄迈县
110,延川县,,wqw2,37,,中国,陕西省,延安市
124,甘南县,,y8ry,48,,中国,黑龙江省,齐齐哈尔市
118,睢宁县,魏袁线,ww58,34,魏袁线,中国,江苏省,徐州市
31,unknow,unknow,uxyr,90,unknow,Ocean,unknow,unknow
117,诏安县,,ws73,24,,中国,福建省,漳州市
89,高昌区,,tzxj,43,,中国,新疆维吾尔自治区,吐鲁番市
110,商州区,,wqn0,34,,中国,陕西省,商洛市
118,兰陵县,,ww79,35,,中国,山东省,临沂市
111,新化县,,wkzh,28,,中国,湖南省,娄底市
117,岱岳区,膏城大道,ww7m,36,膏城大道,中国,山东省,泰安市
118,明光市,,wtuj,33,,中国,安徽省,滁州市
113,衡东县,,wsb4,27,,中国,湖南省,衡阳市
121,,,wxn3,40,,中国,中国区域,
111,武冈市,,wkz4,27,,中国,湖南省,邵阳市
105,威信县,顺中线,wkfz,28,顺中线,中国,云南省,昭通市
111,夷陵区,,wmrn,31,,中国,湖北省,宜昌市
105,通渭县,,wq4y,35,,中国,甘肃省,定西市
107,田阳县,,wk7b,24,,中国,广西壮族自治区,百色市
82,双河市,,vb40,45,,中国,新疆维吾尔自治区,双河市
104,仁寿县,,wm3u,30,,中国,四川省,眉山市
112,襄城区,,wmxz,32,,中国,湖北省,襄阳市
110,固阳县,青固线,wrnn,41,青固线,中国,内蒙古自治区,包头市
118,德兴市,,wt5w,29,,中国,江西省,上饶市
101,宁蒗彝族自治县,跑蝉线,whzd,27,跑蝉线,中国,云南省,丽江市
110,象州县,,wkmb,24,,中国,广西壮族自治区,来宾市
119,东乌珠穆沁旗,,y8hs,46,,中国,内蒙古自治区,锡林郭勒盟
112,江华瑶族自治县,,wkrz,25,,中国,湖南省,永州市
119,屏南县,,wsu6,27,,中国,福建省,宁德市
122,科尔沁左翼后旗,,wxwe,43,,中国,内蒙古自治区,通辽市
109,松桃苗族自治县,,wkvt,28,,中国,贵州省,铜仁市
108,鄂托克前旗,,wqsw,38,,中国,内蒙古自治区,鄂尔多斯市
127,蛟河市,天马线,wzfh,44,天马线,中国,吉林省,吉林市
104,彭州市,,wm9f,31,,中国,四川省,成都市
99,unknow,unknow,w1qq,8,unknow,泰国,unknow,unknow
100,兴海县,,wnpq,35,,中国,青海省,海南藏族自治州
115,临泉县,,wtcv,33,,中国,安徽省,阜阳市
117,围场满族蒙古族自治县,,wxe2,42,,中国,河北省,承德市
107,长寿区,,wmk1,30,,中国,重庆市,重庆市
115,晋州市,,wwdj,38,,中国,河北省,石家庄市
112,介休市,,wqx9,37,,中国,山西省,晋中市
106,青铜峡市,大中公路,wqg9,38,大中公路,中国,宁夏回族自治区,吴忠市
112,阳东区,,w7ze,22,,中国,广东省,阳江市
113,长治县,,ww2r,36,,中国,山西省,长治市
118,无棣县,,wwev,38,,中国,山东省,滨州市
120,阿鲁科尔沁旗,,wxve,44,,中国,内蒙古自治区,赤峰市
103,峨边彝族自治县,,wm1j,29,,中国,四川省,乐山市
101,景洪市,,w7b4,22,,中国,云南省,西双版纳傣族自治州
113,苏尼特右旗,,wx2t,42,,中国,内蒙古自治区,锡林郭勒盟
123,科尔沁左翼中旗,,wxz8,44,,中国,内蒙古自治区,通辽市
119,江宁区,,wtsk,32,,中国,江苏省,南京市
44,unknow,unknow,uzx4,88,unknow,Ocean,unknow,unknow
107,綦江区,,wm5g,29,,中国,重庆市,重庆市
112,娄烦县,,wqz2,38,,中国,山西省,太原市
121,扎鲁特旗,,y8n1,45,,中国,内蒙古自治区,通辽市
103,雨城区,北环西路,wm35,30,北环西路,中国,四川省,雅安市
127,五大连池市,吉黑高速公路,ybdh,49,吉黑高速公路,中国,黑龙江省,黑河市
106,铜梁区,,wm7j,30,,中国,重庆市,重庆市
115,平乡县,,ww9d,37,,中国,河北省,邢台市
107,盐池县,,wqsr,38,,中国,宁夏回族自治区,吴忠市
123,新民市,丹阜高速公路,wxx8,42,丹阜高速公路,中国,辽宁省,沈阳市
118,围场满族蒙古族自治县,,wxkh,42,,中国,河北省,承德市
112,浮山县,,wqrg,36,,中国,山西省,临汾市
118,桓台县,周荆路,wwed,37,周荆路,中国,山东省,淄博市
115,临泉县,,wtf4,33,,中国,安徽省,阜阳市
113,禅城区,季华西路,ws02,23,季华西路,中国,广东省,佛山市
86,库尔勒市,,tzmm,42,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
103,昭觉县,,wm13,28,,中国,四川省,凉山彝族自治州
107,天等县,,wk5u,23,,中国,广西壮族自治区,崇左市
105,安岳县,,wm6k,30,,中国,四川省,资阳市
109,王益区,,wqjw,35,,中国,陕西省,铜川市
120,富阳区,长深高速公路,wtmh,30,长深高速公路,中国,浙江省,杭州市
106,苍溪县,,wmg2,32,,中国,四川省,广元市
116,黄梅县,,wt6t,30,,中国,湖北省,黄冈市
101,道孚县,,wjxc,31,,中国,四川省,甘孜藏族自治州
85,克拉玛依区,,vbh0,45,,中国,新疆维吾尔自治区,克拉玛依市
117,桐城市,,wt6y,31,,中国,安徽省,安庆市
109,利川市,,wmm8,30,,中国,湖北省,恩施土家族苗族自治州
124,甘南县,,yb84,48,,中国,黑龙江省,齐齐哈尔市
106,黔西县,贵毕公路,wkex,27,贵毕公路,中国,贵州省,毕节市
111,新化县,,wmp1,28,,中国,湖南省,娄底市
34,unknow,unknow,uzbp,90,unknow,Ocean,unknow,unknow
103,凉州区,,wq9p,38,,中国,甘肃省,武威市
128,抚松县,,wz6z,42,,中国,吉林省,白山市
111,岑溪市,,wknc,23,,中国,广西壮族自治区,梧州市
110,雷州市,,w7wq,21,,中国,广东省,湛江市
112,新安县,三岔口隧道,wqpt,35,三岔口隧道,中国,河南省,洛阳市
100,临翔区,,whnz,24,,中国,云南省,临沧市
84,额敏县,,vb79,47,,中国,新疆维吾尔自治区,塔城地区
129,安图县,,wzet,43,,中国,吉林省,延边朝鲜族自治州
104,阿拉善左旗,,wq9t,38,,中国,内蒙古自治区,阿拉善盟
119,莒县,,wwke,36,,中国,山东省,日照市
119,沭阳县,,wwh2,34,,中国,江苏省,宿迁市
112,襄城区,,wmxr,32,,中国,湖北省,襄阳市
117,滕州市,,ww5j,35,,中国,山东省,枣庄市
89,白朗县,,tvpt,29,,中国,西藏自治区,日喀则市
106,镇宁布依族苗族自治县,,wken,26,,中国,贵州省,安顺市
97,卡若区,,wjt0,31,,中国,西藏自治区,昌都市
105,威信县,顺中线,wm49,28,顺中线,中国,云南省,昭通市
126,扶余市,京哈高速公路,wzcm,45,京哈高速公路,中国,吉林省,松原市
85,托里县,,vbhn,46,,中国,新疆维吾尔自治区,塔城地区
123,科尔沁左翼中旗,,wxz5,44,,中国,内蒙古自治区,通辽市
99,unknow,unknow,w1qj,8,unknow,泰国,unknow,unknow
106,镇宁布依族苗族自治县,,wkew,26,,中国,贵州省,安顺市
112,四子王旗,,wrrk,42,,中国,内蒙古自治区,乌兰察布市
82,伊宁县,,tzf0,44,,中国,新疆维吾尔自治区,伊犁哈萨克自治州
107,开阳县,,wku1,27,,中国,贵州省,贵阳市
113,天心区,芙蓉大道,wt01,28,芙蓉大道,中国,湖南省,长沙市
80,噶尔县,,tvbb,32,,中国,西藏自治区,阿里地区
117,金溪县,,wt50,28,,中国,江西省,抚州市
120,青田县,,wtj3,28,,中国,浙江省,丽水市
102,米易县,盐米路,wk8x,27,盐米路,中国,四川省,攀枝花市
120,鄂温克族自治旗,,y8tn,49,,中国,内蒙古自治区,呼伦贝尔市
116,新建区,,wt4k,29,,中国,江西省,南昌市
112,新城区,,wrpw,41,,中国,内蒙古自治区,呼和浩特市
117,肥西县,,wtg2,32,,中国,安徽省,合肥市
115,麻城市,,wt9c,31,,中国,湖北省,黄冈市
122,定海区,,wtqg,30,,中国,浙江省,舟山市
104,威宁彝族回族苗族自治县,,wkce,27,,中国,贵州省,毕节市
123,unknow,unknow,wdps,12,unknow,菲律宾,unknow,unknow
105,纳雍县,,wkf2,27,,中国,贵州省,毕节市
123,新民市,丹阜高速公路,wxx1,42,丹阜高速公路,中国,辽宁省,沈阳市
111,准格尔旗,,wrp5,40,,中国,内蒙古自治区,鄂尔多斯市
47,unknow,unknow,vncj,84,unknow,Ocean,unknow,unknow
119,金湖县,工园路,wtu9,33,工园路,中国,江苏省,淮安市
99,隆阳区,,whqe,25,,中国,云南省,保山市
116,锡林浩特市,,wxf3,44,,中国,内蒙古自治区,锡林郭勒盟
109,利川市,,wmm2,30,,中国,湖北省,恩施土家族苗族自治州
117,新罗区,龙腾南路,ws6u,25,龙腾南路,中国,福建省,龙岩市
108,杭锦旗,,wrhe,40,,中国,内蒙古自治区,鄂尔多斯市
121,扎鲁特旗,,wxvb,44,,中国,内蒙古自治区,通辽市
